Unnamed: 0,Time,TweetID,UserID,Text,Label,Category,
12468,2015-04-25 12:24:18,591940796553000000,363064025,The difference between a Swift action and only intentions !,2,0,
16000,2015-04-25 13:22:23,591955415959000000,2315233861,#earthquake to return in next 48 hours !,2,0,
4284,25/04/15 9:38,591899000000000000,2534260998,"HELPLINE NO . #NepalEarthquake . Numbers , +91 11 2301 2113 +91 11 2301 4104 +91 11 2301 7905 .",2,0,
2734,25/04/15 9:06,591891000000000000,793672118,#NewsAlert | After #NepalEarthquake avalanche in Mount Everest is reported .,2,0,
12200,25/04/15 12:19,591940000000000000,19639726,Emergency helpline numbers for #Nepalquake #Nepal #NepalEarthquake http://t.co/a6mi1tE95G Please RT .,2,0,
7464,25/04/15 10:51,591917000000000000,498166981,These are helpline numbers for #NepalEarthquake !,2,0,
28624,25/04/15 16:15,591999000000000000,540564343,"#NepalEarthquake 24 hr control room 01123012113 , 01123014104 , 01123017905 Indian Embassy Helpline +977 9851107021 , 9851135141 .",2,0,
23294,2015-04-25 15:09:39,591982407110000000,476964954,"While we complain about it raining on prom , #PrayForNepal #NepalEarthquake http://t.co/uCRrf88J9V .",2,0,
6797,2015-04-25 10:40:07,591914577338000000,2772894895,MEA helpline numbers please RT and spread #NepalEarthquake http://t.co/O1iXjXUIah .,2,0,
18407,25-04-15 13:59,591965000000000000,549384639,See the most dramatic rescue from the Nepal earthquake #nepalquake #nepalearthquake #nepal http://t.co/gDNCt1Fw70 via .,2,0,
25133,25-04-15 15:32,591988000000000000,3014768194,"#Nepalquake , Disaster Response Handbook from http://t.co/kEQboMBOWc #NepalEarthquake #Nepal http://t.co/5wBuzwfeU7 .",2,0,
14187,25-04-15 12:51,591948000000000000,2580042374,Another Big Attack Right After #PeshawarAttack !!,2,0,
22939,25-04-15 15:05,591981000000000000,1299926586,"#NepalEarthquake , Things to know as casualties rise http://t.co/vEm35cAmh9 http://t.co/DfuWXaZynb .",2,0,
13750,25-04-15 12:44,591946000000000000,7530602,Relief materials being sent to Kathmandu #NepalEarthquake https://t.co/4WhJlr85B6 .,2,0,
28367,2015-04-25 16:12:39,591998264071000000,542782946,The pictures from the #NepalEarthquake are unbelievable #PrayersForNepal .,2,0,
4559,2015-04-25 09:44:38,591900614495000000,177978065,Get inform where and when http://t.co/LG7iSqVk6G #Nepal #NepalQuake #NepalEarthquake #quake .,2,0,
23828,2015-04-25 15:15:44,591983940716000000,128917051,">>> l #NepalEarthquake , Things to know as casualties rise http://t.co/ynUkdf1eD3 .",2,0,
3060,2015-04-25 09:13:26,591892763043000000,71202609,"Earthquake helpline at the Indian embassy in Kathmandu , +977 98511 07021 , +977 98511 35141 #NepalEarthquake #earthquake .",2,0,
1536,2015-04-25 08:33:37,591882744642000000,261220725,Contact number for #NepalEarthquake Pls share and spread !,2,0,
6148,25/04/15 10:25,591911000000000000,2853313796,"opens 24 hour Control Room for queries regarding tragic #NepalEarthquake . Numbers , +91 11 2301 2113 +91 11 2301 4104 +91 11 2301 7905 .",2,0,
2072,25/04/15 8:48,591886000000000000,1484969126,"#earthquake #NepalEarthquake Earthquake helpline at the Indian embassy in Kathmandu , +977 98511 07021 , +977 98511 35141 .",2,0,
8422,2015-04-25 11:11:39,591922514521000000,64116962,"I just talked to my mom in Deukhuri , no damage around our area . #NepalEarthquake .",2,0,
26698,25/04/15 15:52,591993000000000000,141197419,", List of doctors and hospitals in Nepal Please Share !",2,0,
21778,2015-04-25 14:48:31,591977092864000000,100698862,"Nepal needs attention from all in this highly unfortunate time , all humanitarian org's must respond immediately . #NepalEarthQuake .",2,1,
22925,2015-04-25 15:05:10,591981278826000000,2663283337,Organize ppl to help others !,2,1,
14852,2015-04-25 13:02:44,591950471356000000,2850086832,I would literally die if something happens to my sis !!,2,1,
6460,2015-04-25 10:32:49,591912741201000000,19140886,at time of crisis for god sake dont pick holes #NepalEarthquake .,2,1,
6071,2015-04-25 10:23:17,591910341154000000,2228686922,Imagine when I go back all that I grew up with won't be standing anymore #NepalEarthquake .,2,1,
28507,2015-04-25 16:14:06,591998626861000000,45857241,"Whatever be your position , aspiration be , everything can be brought to dust in a split second . #NepalEarthquake #earthquake #NaturalDisaster .",2,1,
22526,2015-04-25 14:59:39,591979890700000000,2663283337,"Young people in Nepal , plz start helping those around you !",2,1,
27657,2015-04-25 16:04:00,591996087634000000,81546053,They make us proud . Salute !,2,1,
28286,2015-04-25 16:11:36,591997999247000000,159073561,"Immediate concerns must focus on #NepalEarthquake survivors , well-being as they spend the night after the earthquake and aftereffects .",2,1,
25776,2015-04-25 15:41:24,591990400128000000,738012541,"#NepalEarthquake My heartily prayer for Nepal People , May god help them take out by this natural Climate .",2,1,
15848,2015-04-25 13:20:01,591954819533000000,1480889743,Deepest condolences to the people of Nepal #NepalQuake #NepalEarthquake #NepalQuakeRelief https://t.co/Sa5IeHlJa3 .,2,1,
18019,2015-04-25 13:53:49,591963323677000000,2172434288,"its very sad #earthquake in #Nepal , hope everyone is safe . May Allah help everyone who is in trouble . #NepalEarthquake .",2,1,
13035,2015-04-25 12:33:08,591943021274000000,70065615,My thoughts are with the #NepalEarthquake victims .,2,1,
27024,2015-04-25 15:55:56,591994057687000000,74980336,We as Indians shud work for not only Indians but also Nepalese #earthquake victims in #NepalEarthquake . Only then its applaudable .,2,1,
21042,2015-04-25 14:38:26,591974553888000000,180067284,My thoughts are with all those affected by and responding to the #NepalEarthquake .,2,1,
10903,2015-04-25 11:57:35,591934072676000000,1651879824,Prayers for everyone affected by the #NepalEarthquake .,2,1,
12392,2015-04-25 12:22:59,591940465270000000,908436872,Prayers for #NepalEarthquake victims . Many still trapped .,2,1,
26880,2015-04-25 15:54:15,591993632364000000,94745912,Keep calm and pray for Nepal . #Nepal #NepalEarthquake .,2,1,
12319,2015-04-25 12:21:39,591940130468000000,103584364,Thoughts and Prayers for all those affected from quake . #NepalEarthquake .,2,1,
14606,2015-04-25 12:58:30,591949403650000000,2996847666,#PrayForNepal #NepalEarthquake Such a beautiful country with amazing people :( http://t.co/bC4yTl7RIt .,2,1,
16998,2015-04-25 13:38:38,591959504436000000,302226644,My thoughts and prayers are with the Nepali people #NepalEarthquake http://t.co/mnDE1X3ELg .,2,1,
12995,2015-04-25 12:32:26,591942844300000000,42208602,Sad news coming from #Nepal Thoughts and prayer for people there #NepalEarthquake .,2,1,
2858,2015-04-25 09:09:15,591891712467000000,350174190,This hurts . Hope everyone is safe there #Kathmandu #earthquake #NepalEarthquake https://t.co/qbfhvzufco .,2,1,
19139,2015-04-25 14:10:36,591967549342000000,2245356914,"Awful scenes from Nepal , my thoughts go out to the Nepalese people #NepalEarthquake .",2,1,
23570,2015-04-25 15:12:53,591983224676000000,23018142,Our hearts go out to all creatures in this magnificent region . #nepalearthquake https://t.co/K1tdH5d4Yo .,2,1,
9837,2015-04-25 11:38:48,591929346896000000,15841820,Mi heart is today in #Nepal #NepalEarthquake .,2,1,
2647,2015-04-25 09:03:59,591890388069000000,2540947693,"#Earthquake Total damage still unimaginable & unknown , #PrayForNepal #NepalEarthquake http://t.co/C2QPKnCooA .",2,1,
14152,2015-04-25 12:50:59,591947514427000000,126857683,Thoughts and prayers for the victims of #NepalEarthquake .,2,1,
9940,2015-04-25 11:40:19,591929729324000000,88591033,OmG is saying 600 now . God have mercy . Prays and thoughts #NepalEarthquake #Nepal .,2,1,
22889,2015-04-25 15:04:36,591981139168000000,38843517,Heart goes out to the people of Nepal #NepalEarthquake https://t.co/omfrWHHCw5 .,2,1,
28712,2015-04-25 16:16:33,591999245588000000,228531431,Devastating events occurring in #Nepal right now . Consider yourself in that situation and help reach out if you can . #NepalEarthquake .,2,1,
26787,2015-04-25 15:53:07,591993347843000000,30751029,"Wow . Buildings actually topple in earthquakes , That's scary #NepalEarthquake http://t.co/er9q8iE5rm .",2,1,
29324,2015-04-25 16:22:59,592000863700000000,2998644499,#NepalEarthquake prayers for everyone in India and Nepal !!!,2,1,
4707,2015-04-25 09:47:58,591901454409000000,98286298,And Hoping that All is Well in beloved #INDIA !,2,1,
1455,2015-04-25 08:31:04,591882102029000000,295946945,Prayers with the victims of #earthquake and their families . A reminder that tragedies have no boundaries . I am with you #NepalEarthquake .,2,1,
12212,2015-04-25 12:19:55,591939695409000000,35104711,Our hearts go to the people of Nepal and India affected by the tragic #NepalEarthquake . Our heartfelt condolences in those hours of grief .,2,1,
16686,2015-04-25 13:33:41,591958257465000000,1108940088,Our deepest sympathies & compassion to all friends & folks affected . Let us pray that these difficult times get over soon #NepalEarthquake .,2,1,
5855,2015-04-25 10:17:51,591908975257000000,40433718,"#NepalEarthquake Prayers to you , Stay Safe !",2,1,
28261,2015-04-25 16:11:16,591997915491000000,2707984006,My thoughts and prayers go to the people of Nepal and to their families and friends #NepalEarthquake .,2,1,
15398,2015-04-25 13:11:42,591952727636000000,861723686,#NepalEarthquake our thoughts are with all our colleagues in Nepal . Terrible times .,2,1,
2436,2015-04-25 08:58:26,591888990833000000,375020883,My heart reaches out to the ppl of Nepal . Been there twice . Such a lovely place and cordial ppl #NepalEarthquake .,2,1,
9532,2015-04-25 11:33:25,591927993532000000,139015489,my prayers for the people of #Nepal #NepalEarthquake .,2,1,
26323,2015-04-25 15:47:49,591992014969000000,355279293,My heart bleeds for the vicitims of #NepalEarthquake .,2,1,
16265,2015-04-25 13:26:42,591956502938000000,20151462,#NepalEarthquake is really a massive humanitarian crisis !,2,1,
7499,2015-04-25 10:52:07,591917599132000000,532505398,Patience and prayer are two of the best antidotes to the trials we face daily . Be steadfast always . #Nepalearthquake .,2,1,
18086,2015-04-25 13:54:51,591963585611000000,384903535,Prayers for all those affected in #NepalEarthquake . Thank God my family visiting Nepal is safe .,2,1,
23071,2015-04-25 15:07:04,591981759560000000,1827701430,May god give them peace in heaven those who lost their life #NepalEarthquake .,2,1,
23948,2015-04-25 15:17:08,591984291032000000,1152167318,Praying for all those effected by the earthquake today in Nepal . #NepalEarthquake .,2,1,
2848,2015-04-25 09:09:03,591891659396000000,46106911,prayers to all affected by the #NepalEarthquake .,2,1,
24882,2015-04-25 15:28:39,591987189330000000,2376915300,#NepalEarthquake Today's Earthquake has made us all very sad . Praying for everyone in Nepal .,2,1,
16069,2015-04-25 13:23:41,591955740749000000,413161672,My heart goes out to those in distress !,2,1,
4794,2015-04-25 09:49:46,591901909378000000,1460170860,Do you have any information about the houses around the stupa . praying for the people hit by the #NepalEarthquake .,2,1,
17345,2015-04-25 13:43:56,591960838456000000,1883936179,Saying prayers for and friends who are in #Nepal . Saw them Tuesday at #Halifax airport as they were leaving . #NepalEarthquake .,2,1,
25961,2015-04-25 15:43:42,591990979659000000,161964143,Pray for Nepal and the churches helping recover from the earthquake . #PrayforNepal #NepalEarthquake .,2,1,
8821,2015-04-25 11:20:02,591924623237000000,3096943814,My heart & prayers are with all da victims of Nepal earthquake :-( I wish the nation Nepal 2 hve strength 2 recover asap . #NepalEarthquake .,2,1,
27476,2015-04-25 16:02:05,591995604337000000,29818191,this night is going to be scary and this feeling of helplessness sucks . #NepalEarthquake .,2,1,
11611,2015-04-25 12:09:26,591937058002000000,222686829,#NepalEarthquake #earthquake I am praying and hoping that The death toll does not rise any higher and everybody is safe in Nepal .,2,1,
5552,2015-04-25 10:10:43,591907178967000000,757426352,Really saddened with the developments in #Nepal #NepalEarthquake .,2,1,
24472,2015-04-25 15:22:49,591985721151000000,2164798253,#NepalEarthquake . This very serious matter of Earthquake at neighbour Country Nepal and almost in India We pray for death tollerence .,2,1,
17076,2015-04-25 13:39:43,591959775028000000,481560207,"Absolutely helpless towards the city I grew up in , my prayers towards everyone affected by this #NepalEarthquake stay strong #YNWA .",2,1,
4906,2015-04-25 09:52:57,591902710653000000,38739134,Prayers for #Nepal hope the damage is minimal !,2,1,
21411,2015-04-25 14:44:14,591976012332000000,166326690,Today is indeed a very sad day with #NepalEarthquake & #SabeenMahmud death . We pray for those affected & hope help reached the needy .,2,1,
21611,2015-04-25 14:46:40,591976624243000000,610308415,Keeping all those affected by the #NepalEarthquake in prayer .,2,1,
16929,2015-04-25 13:37:36,591959244339000000,2223687663,Shocked about news coming from Nepal . May Allah protect them from this calamity . My prayers r out for all families suffering #NepalEarthquake .,2,1,
25042,2015-04-25 15:30:53,591987753254000000,93497461,Thoughts and Prayers for Nepal #NepalEarthquake .,2,1,
17172,2015-04-25 13:41:18,591960177010000000,1584578058,Keep the people of #NepalEarthquake in our thoughts today.my heart goes out to those lost and remaining .,2,1,
16691,2015-04-25 13:33:42,591958260867000000,1418099395,Hopefully their families and ppl would be patient and go ahead through . #NepalEarthquake .,2,1,
29030,2015-04-25 16:19:49,592000067479000000,2783133973,Thoughts and prayers go out to all those affected by the #NepalEarthquake .,2,1,
13813,2015-04-25 12:45:21,591946093225000000,135172325,Coz everything's are falling apart #NepalEarthquake Plz Pray for my country #Nepal #globalsupport .,2,1,
29444,2015-04-25 16:24:40,592001288181000000,294089093,Prayers for those affected by the #NepalEarthquake https://t.co/AZ8VdhXrPA .,2,1,
23013,2015-04-25 15:06:00,591981491003000000,529797621,Our Prayers are with the victims of #NepalEarthquake . May Almighty God bless the souls & citizens of Nepal https://t.co/653I45GeAV .,2,1,
29406,2015-04-25 16:24:12,592001170858000000,323632082,"This is nature's revenge , first untimely rains now earthquake . People should not play with nature !",2,1,
28464,2015-04-25 16:13:35,591998497958000000,2836152799,my heart aches for the people of Nepal . you're in my thoughts #NepalEarthquake .,2,1,
28717,2015-04-25 16:16:34,591999247622000000,17430989,"Thoughts and prayers with all effected by the earthquake in Nepal , #NepalEarthquake .",2,1,
15030,2015-04-25 13:05:34,591951183164000000,86503066,Thoughts & prayers for all who have been affected by the disaster .,2,1,
15380,2015-04-25 13:11:07,591952577883000000,2379962743,"These are familiar images , have seen these terrified faces before , Pakistan can relate to your pain and agony . SOLIDARITY #NepalEarthquake .",2,1,
29983,2015-04-25 16:31:37,592003036274000000,17131417,Our thoughts and prayers are with #Nepal and with those who have lost or are still looking for loved ones . #NepalEarthquake .,2,1,
28911,2015-04-25 16:18:35,591999756626000000,3005440043,let's hope many of them will come back home safe #EverestAvalanche #NepalEarthquake #PrayersForNepal https://t.co/8uCb1715sj .,2,1,
12247,2015-04-25 12:20:18,591939792617000000,1333896560,"#NepalEarthquake wishing the best for those still trapped under rubble , http://t.co/ZbPpCVlSk5 .",2,1,
26088,2015-04-25 15:45:20,591991387719000000,560544034,Death toll keeps growing :'( Condolences to the many victim's families . #NepalEarthquake https://t.co/MAIkua42px .,2,1,
28387,2015-04-25 16:12:50,591998308203000000,130518575,So devastating to hear about the #NepalEarthquake sending prayers from Canada .,2,1,
6918,2015-04-25 10:41:48,591915002833000000,732618685,Sincere condolences to the families affected by the tragic #Earthquake #PakistanisStandWithEarthquakeVictims #NepalEarthquake .,2,1,
2635,2015-04-25 09:03:36,591890288597000000,486867566,A very sad day in #Nepal's history . May Allah give them strength do deal with this aweful situation . #NepalEarthquake .,2,1,
6350,2015-04-25 10:30:39,591912195107000000,224403621,We are a strong nation & we will rexover from this tragedy stronger #NepalEarthquake .,2,1,
14089,2015-04-25 12:50:03,591947275754000000,3091829158,"can we get more live coverage of #NepalEarthquake please , we could do with more updates least .",2,1,
18236,2015-04-25 13:57:13,591964181047000000,2995904436,#NepalEarthquake scary stuff #earthquake pics sent by my Nepali friend http://t.co/tDDugHyUBc .,2,1,
17453,2015-04-25 13:45:21,591961192484000000,72904561,"Praying for the victims of #NepalEarthquake . Praying that they , ll receive God's comfort and #NepalQuakeRelief http://t.co/OXnDRcHcPI .",2,1,
25427,2015-04-25 15:36:15,591989101920000000,292337190,Disturbing scenes from #Nepal #PrayForNepal #NepalEarthquake God be with them . Namaha Sivaya http://t.co/uAZ6HsbGWA .,2,1,
4771,2015-04-25 09:49:15,591901776238000000,14496886,Our prayers are with everyone affected by the #earthquake that struck #Nepal today . Please keep them in your prayers . #NepalEarthquake .,2,1,
24905,2015-04-25 15:29:04,591987295412000000,135637064,Rip . Man that's sad . #nepalEarthquake http://t.co/yoVnysg7Mj .,2,1,
15991,2015-04-25 13:22:09,591955357511000000,40188317,Hope your family is safe my friend #Nepal #NepalEarthquake .,2,1,
279,2015-04-25 07:34:50,591867952305000000,109526732,"Rocking , start to a lazy Saturday #earthquake hope all are safe #NepalEarthquake #Nepal #delhiearthquake #calcuttaearthquake #calcutta #NE .",2,1,
10217,2015-04-25 11:45:04,591930922427000000,1858048596,Really pathetic . Still we dont know how much the toll will rise . #NepalEarthquake .,2,1,
19843,2015-04-25 14:20:56,591970147734000000,3103576856,Earthquake I never feel it like before . It was my first time that i realized closely even my body get Shiver !!!!!!,2,1,
22115,2015-04-25 14:53:08,591978252900000000,223829975,My prayers do stay with those affected by massive earthquke . #NepalEarthquake .,2,1,
27078,2015-04-25 15:56:44,591994257776000000,3020639008,My heart goes out to the many people of Nepal affected by this earth quake . #NepalEarthquake #PrayersForNepal .,2,1,
6811,2015-04-25 10:40:14,591914607281000000,3097647953,Feeling very disturbed and sad about #Nepal #NepalEarthquake #NepalQuake . One can only hope and pray the situation improves soon :( .,2,1,
25720,2015-04-25 15:40:31,591990174995000000,327282927,My heartfelt condolences to the people of #Nepal shock & sad to see so much devastation . Pray for all #NepalEarthquake .,2,1,
27332,2015-04-25 16:00:10,591995121618000000,581299371,Prayers for all the victims #NepalEarthquake .,2,1,
16013,2015-04-25 13:22:32,591955451317000000,1205653956,"Extremely grateful that my family is ok , but please pray for #Nepal I can't put into words how heartbreaking this is . #NepalEarthquake .",2,1,
14864,2015-04-25 13:02:53,591950506232000000,28089725,Prayers for all who suffered . #NepalEarthquake http://t.co/bgIRUAlyxm .,2,1,
20083,2015-04-25 14:24:03,591970934128000000,1484326236,We extend our support and prayers to the #earthquake #victims and the families of the victims in #Nepal #NepalEarthquake #NepalQuake .,2,1,
16748,2015-04-25 13:34:36,591958488400000000,313790444,"Sorry state of affairs #NepalEarthquake , Sympathies and Prayers !!!",2,1,
2632,2015-04-25 09:03:26,591890246927000000,379291821,Thoughts out for the people of #Nepal #NepalEarthquake .,2,1,
15203,2015-04-25 13:08:12,591951845981000000,140237951,Prayers to people of Nepal #NepalEarthquake #Nepal .,2,1,
9917,2015-04-25 11:40:03,591929662093000000,2832366650,Everyone please keep #NepalEarthquake victims in your thoughts and prayers . Please staff and friends be in touch so we know u r ok .,2,1,
12664,2015-04-25 12:27:27,591941588144000000,135494103,"Amazing power of nature , now the power of our nations must help !",2,1,
2039,2015-04-25 08:47:54,591886339517000000,2274652292,"And those who lost their dear ones , give them strength to bear this lose , #NepalEarthquake .",2,1,
20459,2015-04-25 14:29:37,591972333600000000,3050651868,I spent 6 weeks in Nepal a year ago and it is heartbreaking to see the disaster they are facing . All my love goes to Nepal . #NepalEarthquake .,2,1,
11663,2015-04-25 12:10:12,591937247329000000,116271521,Much love for the Nepali people . #NepalEarthquake http://t.co/LEg1L38Vi6 .,2,1,
21025,2015-04-25 14:38:01,591974446573000000,3103576856,Don't worry #Nepal Humanity is still alive . We #Indians help you'll and bless for you'll !!!!,2,1,
27093,2015-04-25 15:56:51,591994287707000000,571580067,"Nepal is trending in top , All are praying for Nepal , #NepalEarthquake .",2,1,
11246,2015-04-25 12:03:12,591935486903000000,359095419,Waking up to hear the tragic #NepalEarthquake news !,2,1,
1408,2015-04-25 08:29:08,591881615108000000,479895972,Prayers and wishes for all affected by the #earthquake in #Nepal and surrounding countries . X #NepalEarthquake .,2,1,
5656,2015-04-25 10:12:51,591907718355000000,2734908327,Today my thoughts go to the people of Nepal . Earthquakes are a menace & a quake of this magnitude ?,2,1,
26491,2015-04-25 15:49:46,591992506029000000,2902960680,May Allah save the people in Nepal #NepalEarthquake .,2,1,
19779,2015-04-25 14:19:52,591969879605000000,16952373,My prayers and Heart with #NepalEarthquake !!!,2,1,
14599,2015-04-25 12:58:25,591949381655000000,52993244,My prayers are with you may those who have departed rest in peace . #NepalEarthquake #Nepal #IndiaWithNepal .,2,1,
24206,2015-04-25 15:20:02,591985023605000000,30052045,My thoughts and prayers go out to all those caught in the #NepalEarthquake tragedy much love to #Nepal .,2,1,
13632,2015-04-25 12:42:26,591945360778000000,315007728,Please be safe and take precautions #staysafe #NepalEarthQuake http://t.co/qMpHHWKYNA .,2,1,
15699,2015-04-25 13:17:03,591954073605000000,104792632,#nepalearthquake injured needs your blood . Please come at #Teaching hospital blood . We have a help desk to help http://t.co/KgYW1bI4c5 .,2,1,
5265,2015-04-25 10:03:27,591905351542000000,1897180782,This is terrible terrible day !,2,1,
20868,2015-04-25 14:35:47,591973886021000000,74714007,Our thoughts and prayers are with the people of Nepal and sorrounding countries affected by the #NepalEarthquake #Pray4Nepal .,2,1,
16667,2015-04-25 13:33:18,591958162385000000,23328749,praying 4 u this AM after seeing news of the #NepalEarthquake . May the God of peace meet u in your grief . #19Kids .,2,1,
16018,2015-04-25 13:22:36,591955467171000000,555592724,#earthquake #NepalEarthquake #NepalQuake Praying for all Nepalese and hoping for good .,2,1,
17735,2015-04-25 13:49:07,591962141479000000,2785350757,"#NepalEarthquake earth shocked , people require help .",2,1,
16346,2015-04-25 13:27:58,591956819863000000,30821566,My heart breaks for those in #Nepal . Lord be with those there as they recover and grieve #NepalEarthquake .,2,1,
17704,2015-04-25 13:48:34,591962003281000000,43006001,"Heartbroken over photos from Kathmandu , breathtaking places I was standing not more than a month ago completely destroyed . #NepalEarthquake .",2,1,
10788,2015-04-25 11:55:42,591933601426000000,1358947375,"This story , & the #NepalEarthquake , tell us that you mess with #MotherEarth @ your peril !",2,1,
5068,2015-04-25 09:57:28,591903846051000000,939580969,Deeply sad for the loss of the historic heritage of #Nepal after it's hit by the #earthquake . #NepalQuake #NepalEarthquake .,2,1,
1889,2015-04-25 08:43:52,591885321547000000,1358538810,My Heart Pours Out To All Families Who Lost Their Dear Ones Who Lost In #Earthquake Today . #IndiaEarthquake #NepalEarthquake . #RIP .,2,1,
29828,2015-04-25 16:29:22,592002468974000000,2885523061,"Waking up to #NepalEarthquake , send out a prayer for those involved #WakeUpAmerica http://t.co/YG0PJNbvJO .",2,1,
13135,2015-04-25 12:34:46,591943429863000000,2249599489,Prayers for Nepal . Incredible devastation and loss of life . They need all the aid we can send . #NepalEarthquake .,2,1,
17452,2015-04-25 13:45:21,591961193764000000,2717361702,My thoughts to the families of those who lost their lives in #NepalEarthquake & to volunteers working on the ground to support the response .,2,1,
8704,2015-04-25 11:17:29,591923981710000000,147558539,Shocking pictures coming out of #Nepal . Death toll climbing . Just awful . #NepalEarthquake .,2,1,
348,2015-04-25 07:40:23,591869346278000000,88591033,OMG thought and prayers to all in Nepal #Kathmandu #nepalearthquake .,2,1,
12132,2015-04-25 12:18:32,591939344552000000,80212324,Just spoke with and all climbers from Alpine Ascents are safe at Camp I . Another sad day in Nepal . #NepalEarthquake #Everest .,2,1,
27879,2015-04-25 16:06:53,591996812808000000,505124998,Positive thoughts for Nepal this morning after the #NepalEarthquake .,2,1,
26498,2015-04-25 15:49:48,591992511881000000,2547864338,Prayer brigade for victims of #NepalEarthquake Give them hope Lord .,2,1,
26898,2015-04-25 15:54:33,591993710264000000,14227147,hope your family is okay !!!!,2,1,
14921,2015-04-25 13:04:01,591950792024000000,2353978628,pray for #NepalEarthquake . Earthquake is very big painful .,2,1,
