Time,TweetID,UserID,Text,Label,Category,Abuses
2015-07-27 09:23:41,625597416427925504,268201193,"we stand united for the country , congress leader mallikarjun kharge in lok sabha .",2,0,
2015-07-27 23:04:09,625803892878475264,2826529099,we shall take revenge of burning our flags and every terror attack  .,2,1,
2015-07-28 10:18:15,625973534142169088,1586236921,pak media once again blaming indians for terror incident  !,2,0,
2015-07-27 06:49:14,625558548496252928,83778308,"a strong government , must send a message to them by hanging #yakubmemon  .",2,1,
2015-07-27 08:17:52,625580850248351744,141700758,condolences to the family who lost their loved ones :(  ..,2,1,
2015-07-27 08:49:57,625588925550047232,38376602,"if you think #gurdaspurattack is once in a while attempt , you are ignorant , things might get murkier in the region  ...",2,1,
2015-07-27 14:44:43,625678206406803457,45635832,"while they have achieved their objective , the larger picture is to increase the cost for any future attacks  .",2,1,
2015-07-27 13:36:28,625661032350912514,100624768,don't you realise our defence minister is an engineer from iit  ??,2,6,
2015-07-27 19:17:30,625746852634230784,313189874,indian army should shoot all those son of bitches who singed mercy petition for terrorist yokub  .,2,1,1
2015-07-27 07:02:14,625561816421105664,278918588,"god help those who are still fighting against the terrorists in gurdaspur , punjab  .",2,1,
2015-07-27 07:22:32,625566925075034112,872125976,"dear now write to prez abt the , innocents , who did #gurdaspurattack , and don't care for those died  !",2,6,
2015-07-27 15:16:50,625686288960630784,2252258308,#gurdaspurattack u all must understand terrorism is biggest prob for both .,2,1,
2015-07-27 11:12:46,625624866138382336,2484174681,pak too get 2 knw tht we can only speak nt act  ..,2,1,
2015-07-27 13:30:20,625659484971466752,253791853,i disagree with this drama of making dying with bullet as something to be respected  ..,2,1,
2015-07-27 04:25:31,625522378416635904,147153956,let us know once these bastards are dead #gurdaspurattack .,2,6,1
2015-07-27 11:56:31,625635877188796416,1470299497,as soon as india went soft on pak we lost sp baljit singh  !,2,1,
2015-07-27 15:35:24,625690962929389568,253791853,"of course , you kill terrorists they kill you , and i don't want this to happen  .",2,6,
2015-07-27 15:15:09,625685864555806720,2266407967,salutations to the brave martyrs and soldiers who kept india safe today  !,2,1,
2015-07-27 11:09:11,625623964975525888,73326939,sambit patra is thinking how to save his govt on tv channels  .,2,2,
2015-07-27 12:05:26,625638119866413057,2935800277,#gurdaspurattack dear we can blow you in seconds but we still say live and let live  .,2,6,
2015-07-27 15:15:35,625685972684943361,572781714,all the indians who love their country should unite against terrorism  .,2,1,
2015-07-27 15:50:16,625694703543939072,56685329,join me on now as we look at passing away of andy the terror strikes #gurdaspurattack .,2,6,
2015-07-28 07:13:08,625926947227303936,2221485258,salute to the brave men who thwarted a bigger calamity  .,2,1,
2015-07-27 07:06:33,625562904754958336,263031095,#bjp must get its allies to act firm or .,2,2,
2015-07-27 16:08:10,625699204766154752,3242158566,"#gurdaspurattack and lost a great legend , a great visionary #apj abdul kalam .",2,1,
2015-07-27 14:14:40,625670644211019777,3125640561,we are waiting to see action not mouths full of hollow speeches  .,2,1,
2015-07-27 22:34:08,625796338827968514,1064547295,may god give some brain to pakistani  !,2,1,
2015-07-27 14:12:15,625670036565331968,68636682,has anyone hacked karachi post & tweeted this stuff or is it for real #gurdaspurattack https://t.co/b2ccw5ntee .,2,6,
2015-07-27 16:21:56,625702671052247040,347094037,i m desperately w8ng for d time when pak vl be taught a lesson rip sp baljit singh and 4 policemen .,2,1,
2015-07-27 13:08:28,625653982828982272,1377541238,no other indian pm had so much of honesty and frankness  !,2,2,
2015-07-27 11:33:50,625630169647026176,745630788,celebrities can cry abt like #yakub nt fr innocent ppl  .,2,6,
2015-07-27 17:46:24,625723926518194176,2953705848,its a sad day today with the news of the gurdaspur attack n the demise of dr apj abdul kalam  !,2,1,
2015-07-27 12:34:33,625645448859111424,3300884997,"#gurdaspurattack terorst wil lyk 2 asociat religion wid their cause , its upto us weder v let thm succed or not , most get playd in their hand .",2,1,
2015-07-27 18:31:32,625735285804937216,313169014,#gurdaspurattack where are today those 72 fools who had written to president for reconsidering death warrant on terrorist yakub memon  ....,2,6,
2015-07-27 06:06:04,625547682363375617,233431142,terrorist have no religion they only know to kill people  ..,2,1,
2015-07-27 16:35:22,625706050428112896,117471930,wondering where the woman terrorist gone who was said to be present alone with all others  ?,2,6,
2015-07-27 14:43:59,625678022327169024,113669534,"for votes in punjab #aap will divide india if needed , bc khalistani #aaptards #gurdaspurattack #bjp .",2,2,
2015-07-27 14:20:42,625672160221081600,53468945,this loser can only hope to get virgins post death  .,2,1,
2015-07-27 11:47:44,625633666585133061,3184355364,saddened by the loss of baljit singh who succumbed to his injuries protecting us  .,2,1,
2015-07-27 13:14:42,625655553746808832,628307585,"how much ammunition these so called terrorists carried vid them frm pakistan , 11hrs long fight , #chutzpah #insidejob #gurdaspurattack .",2,3,
2015-07-27 16:15:25,625701032199258113,350111342,"god , give bharat strength  .",2,1,
2015-07-27 08:09:47,625578816920944640,157809852,#gurdaspurattack is a prime time opportunity for anand sharma and #gurdaspur  .,2,1,
2015-07-27 12:08:11,625638811167535105,36188418,"#instavoice request to nsa ajit dhoval , can we have blauchistan now #gurdaspurattack .",2,6,
2015-07-27 16:40:36,625707370367320065,587599466,#gurdaspurattack a salute and heart felt gratitude for your supreme sacrifice for our country  .,2,1,
2015-07-27 12:12:20,625639858048909312,102077711,"pertinently , #gurdaspurattack comes at a time when the modi-led govt ws at a , low , facing opp ire & under attack over several controversies .",2,2,
2015-07-27 10:11:51,625609536049557505,16822414,stop ur thoughts n let the encounter be over  .,2,1,
2015-07-27 14:59:21,625681889890701312,2922840373,i salute to d martyrs who sacrificed their life for the nation #gurdaspurattack .,2,1,
2015-07-28 07:43:17,625934537755918336,198665681,unsung heroes who saved many lives during #gurdaspurattack | http://t.co/dbghm5y4mb #newsgram http://t.co/whihe7idps .,2,1,
2015-07-27 15:46:43,625693808064245760,82365474,"very sad monday in the history of india #gurdaspurattack , rip .",2,1,
2015-07-27 12:05:08,625638044142415872,177581509,"don't blame center or state , don't take credit  .",2,2,
2015-07-27 13:26:47,625658594474635264,2957101507,"lol pakistan , who're u kidding  .",2,6,
2015-07-27 08:41:35,625586819665494016,173856639,"celebrate today a , thulla , has died #gurdaspurattack .",2,6,
2015-07-27 07:24:14,625567356446601216,1407288170,home ministry will give more info :d efense minister on #gurdaspurattack .,2,0,
2015-07-28 11:41:14,625994419179663360,713101240,no moral values in modi as well as his army  .,2,2,
2015-07-27 08:17:06,625580660414025732,3281683136,#gurdaspurattack yakub menon should be hanged as a reply to terrorists  .,2,1,
2015-07-27 14:13:05,625670244586000384,70629697,"well done , punjab police , regret loss of innocent lives  ..",2,2,
2015-07-27 06:07:18,625547992901136384,155465981,"don't arrest any one , because later on mercy petition will be filled , these kind of like inhuman person should be killed  .",2,1,
2015-07-27 15:06:44,625683748319694848,2252258308,"really shame guys pls stop these thing & fight against #terrorism , i we both are burning #gurdaspurawakeskhalistan #gurdaspurattack .",2,1,
2015-07-27 09:57:42,625605977832824832,240859709,my heart goes out to everyone involved in the attacks  .,2,1,
2015-07-27 08:16:38,625580543099273216,444345776,we can have internally issues with different parties but we are unite against these pakistani pigs  .,2,1,1
2015-07-27 12:13:36,625640178250481664,30199785,"another moment to cheer for indian army , you are the best  !",2,1,
2015-07-27 07:32:53,625569531226755072,72919562,"even general #intelligence calls for #specific follow ups , why #punjabgovt failed2 act  ?",2,2,
2015-07-27 15:04:48,625683261470015488,79532459,these terrorists must be quickly nabbed & hanged  .,2,1,
2015-07-27 13:49:11,625664231216517120,380260454,if bcci can ban our team to play in pakistan why can't bollywood ban their movies there  ??,2,6,
2015-07-27 16:48:29,625709351781601280,2737579165,#gurdaspurattack india should be proactive and ask pakistan to join forces or we route out all terrorist from pakistan  !,2,1,
2015-07-28 04:26:56,625885123687415808,3175041229,"surely endia is an elephant with brain of mouse , #gurdaspurattack is another blunder by modi sarkar which ll back fire with triple strength  .",2,2,
2015-07-27 20:19:25,625762434381426689,134504577,when will indian terrorists in uniform stop attacking pakistani/kashmiri freedom fighters  ?,2,6,
2015-07-28 11:10:43,625986737085399040,2731324447,rip baljit singh jee_/\_ salute to him nd all d officers  ...,2,1,
2015-07-27 10:27:38,625613510001561601,879768168,my prayers are with the people of #gurdaspur & cops who lost their lives  .,2,1,
2015-07-27 12:44:14,625647885837733888,2359891910,why aren't you trending #khalistanzindabad instead of #gurdaspurattack lame indians  .,2,6,
2015-07-27 14:24:02,625673001032232960,2243705821,i think this is first time tht a terrorist attack is countered & lead by non-army organisation swat though army was present #gurdaspurattack .,2,3,
2015-07-27 08:46:44,625588118352039936,101205504,#gurdaspurattack # hell march is required blast them we need more action against terrorist  ..,2,1,
2015-07-28 05:08:49,625895665378398208,2912905280,#gurdaspurattack i salute those national stars who gave their lives while protecting our country .,2,1,
2015-07-27 10:31:15,625614418655600640,1907717186,we need not b soft with those who speaks in favor of such pigs  .,2,1,1
2015-07-27 12:49:34,625649228782567425,422378970,#gurdaspurattack encounter ended all four bastard r eliminated but what we got only martyr & deep pain rip our heroes #jaihindkiseena .,2,1,
2015-07-27 12:38:17,625646386101366784,1024609579,we'll know thr religion when they're sentenced to death  .!!,2,5,
2015-07-27 16:26:12,625703747075854336,1381933266,just wait nd watch how khalistan form  ...,2,6,
2015-07-27 12:00:20,625636838833700865,470642537,if u r killing innocents n breaking peace in the name of religion then i assure u that u r following d wrong path  .,2,1,
2015-07-27 12:08:08,625638801021382657,2428473588,"#gurdaspurattack another terrorist attack and our politicians still said , hum ninda karte hai , akhir kab tak  ?",2,6,
2015-07-28 06:11:24,625911412431286272,2983531511,"#gurdaspurattack after this our govt should adopt the policy of , pahle laat , there is no need of any kind of , shanti varta .",2,1,
2015-07-27 10:15:48,625610529013387264,108543711,wonder why our pm hasn't sent a tweet yet on #gurdaspurattack  ?,2,2,
2015-07-27 12:32:32,625644939867615233,79445895,"a very unfortunate and day for all those who have lost their lives , a big salute to their bravery  .",2,1,
2015-07-27 12:05:16,625638080750301184,255917300,"salute to the army , commandos , police , civilians who fought against terrorists  .",2,2,
2015-07-27 14:45:10,625678319002845184,1480182745,#gurdaspurattack is another example of some third class ideological supporters of bjp who were trying to play game without waiting .,2,2,
2015-07-27 15:08:15,625684128063582208,1728074004,indian army should kill each and every militant who is directly or indirectly support #pakistan  .,2,1,
2015-07-27 16:02:07,625697685018836993,100443279,your anchor is providing us views rather than news  ..,2,6,
2015-07-27 09:40:39,625601686845829120,163092322,just wait and watch soon you will get reply ur #countdown starts now #paki #gurdaspurattack https://t.co/nijfdu8kwp .,2,6,
2015-07-27 11:03:41,625622580754395136,2226051822,just hope arvind kejriwal wont call it a fake encounter like he did for batala house encounter #gurdaspurattack https://t.co/uxyrjqw5n9 .,2,2,
2015-07-27 15:34:53,625690829923835904,103288433,"let's see wht response our pm with a , 56 inch , chest can come up with  .",2,2,
2015-07-27 10:26:01,625613101749022725,2880728114,vaar karo toh sahmne se picche se nhi  !,2,6,
2015-07-27 10:04:26,625607670314045442,118189982,we stand united with condemning #gurdaspurattack and #takfirideobandi #terrorists and black sheep within isi .,2,1,
2015-07-27 11:10:45,625624359713964032,2548069182,you cannot shoot the same bullet twice  .,2,6,
2015-07-27 12:48:45,625649021860737025,438968821,one bollywood celeb who wants terrorists be punished rather than being pardoned https://t.co/hujogzucqu #gurdaspurattack .,2,6,
2015-07-27 11:28:45,625628888723423232,85330589,lol warns #pcb we will not play cricket after #gurdaspurattack :) what a bunch of jokers :p .,2,1,
2015-07-27 15:39:43,625692047127674880,2292593917,this shortest horror story is going to haunt us for long  ..,2,6,
2015-07-27 15:39:07,625691898200522752,2265213908,it is indeed a black day in indian history  .,2,1,
2015-07-27 09:28:30,625598627558264832,94322534,dere much more important subject which needs information updates from u media houses  ...,2,6,
2015-07-27 13:38:57,625661655637032960,3279552504,"cowards are cruel , but the brave love mercy and delight to save  .",2,6,
2015-07-28 08:08:30,625940883850924032,141584822,unsung heroes saved many lives in #punjab terror attack http://t.co/18cozytxch #gurdaspurattack .,2,3,
2015-07-27 12:03:59,625637757310795776,2801548704,don't accuse pakistan without any investigation plx  !,2,1,
2015-07-27 15:00:05,625682074003845120,61988329,#gurdaspurattack hpme min will give a worthless speech with a stupid look on his face .,2,2,
2015-07-27 09:24:40,625597662612492290,129766217,"pm time for tough response from no one else but , you ,  !",2,2,
2015-07-27 07:56:07,625575379751702528,2304921824,dignity of house is being killed by congi mps  ..,2,2,
2015-07-27 15:46:01,625693633484836864,2591544655,"aartic02 , arvindkejriwal sad day  .",2,2,
2015-07-27 15:42:21,625692708665847809,1498332403,quite contrary to @bdutt's claim https://t.co/e9gjm7qpf4 this is what happened on ground  .,2,3,
2015-07-27 14:34:39,625675671667249152,368923228,the cop who led #gurdaspurattack ops tells that 3 attackers killed and now we have control over besieged police stn  .,2,0,
2015-07-27 14:07:08,625668748565876736,141197464,innocent people lost their lives yet again coz of terrorists  .,2,1,
2015-07-27 13:21:14,625657196714442753,1208420856,#gurdaspurattack how dare they come with guns and attack outside a police station  ?!,2,6,
2015-07-27 15:24:21,625688180147138560,2852674951,"martyr sp baljit singh , u were & always will b a superhero & motivation fr a lot of people , like me #gurdaspurattack http://t.co/r7xdezuerm .",2,1,
2015-07-27 14:36:58,625676254545494016,145330541,tribute to the brave soldiers who fought courageously in #gurdaspurattack and sacrificed their lives for the nation  .,2,1,
2015-07-27 07:50:35,625573984503906304,415868675,"we condemn gurdaspur attack , these terrorists are a threat to peace and humanity  .",2,1,
2015-07-27 11:05:41,625623084620320768,2333632129,"yes , like in sharm el sheikh  .",2,6,
2015-07-27 13:20:59,625657135708246016,602922945,last words of martyr sp of gurdaspur :,2,0,
2015-07-27 16:00:56,625697384501133312,3107009539,"when injustice becomes law , resistance becomes duty #gurdaspurattack targets #yakubmemon hanging #bajrangibhaijaan is heard .",2,6,
2015-07-27 09:59:09,625606341671792640,98568654,"i am pretty sure interpol must have informed about this , but it still happens #gurdaspurattack .",2,1,
2015-07-27 12:48:48,625649033256697856,88851953,"uttering , cricket , word on the day of terror attack itself is shameful  .",2,6,
2015-07-27 13:21:59,625657387521736708,28328978,may god give strength to the victims and families of #gurdaspurattack  .,2,1,
2015-07-27 15:13:28,625685440935276544,111076955,"it's very convincing arguments on e tv debate , bjp spokesperson was almost helpless  .",2,2,
2015-07-27 10:49:38,625619046067777536,76822156,"don't let journalists cover live , that is your job goi  .",2,6,
2015-07-28 03:42:14,625873873142087680,99649065,"#gurdaspurattack army must provide instructors in every statepolicetraining institution , eg academy , ptc , prs , ciat etc  .",2,2,
2015-07-27 14:26:43,625673677305049092,173392503,"#gurdaspurattack , how india can make pakistan pay , http://t.co/cil83yqfrq via .",2,3,
2015-07-27 09:25:55,625597975553667072,2635582638,punjabis are the bravest men dont forget #gurdaspurattack .,2,1,
2015-07-27 13:00:04,625651870304874496,163073303,#gurdaspurattack so punjab police headed the encounter wow police did it good news for our nation hats off .,2,2,
2015-07-27 10:22:09,625612130566340608,184312804,"#gurdaspurattack , this is a shameful moment , india keep trusting traitors , we keep trusting  !",2,1,
2015-07-27 13:18:10,625656425369350144,217330049,we can't even launch a massive artillery barrage to revenge #gurdaspurattack because st white lungi anthony deteriorated our capabilities .,2,2,
2015-07-27 12:28:22,625643893460054017,1931808698,"why police and swat killed those 4 terrorist they are just innocent , police killed just because of der majhab , owaisi #gurdaspurattack .",2,5,
2015-07-27 12:38:01,625646319802019840,591191990,these terror strike happens because jesus ass lickers like suck up to those jihadis #gurdaspurattack #abrahamicbros .,2,5,1
2015-07-27 11:21:46,625627133457494016,3023296998,my prayers with the people of #gurdaspur & families of cops and civilians who have lost their lives  .,2,1,
2015-07-27 13:43:14,625662732000342016,269202647,what he did jews should b done with terrorists and their supporters in india #gurdaspurattack .,2,1,
2015-07-27 14:33:54,625675485150871552,531462804,let's encourage a political reckoning and evolution of islam  .,2,5,
2015-07-27 19:44:08,625753556117753856,111948075,my condolences are with the families of martyrs and innocent people who were killed  .,2,1,
2015-07-27 15:57:13,625696450098237440,58235386,"rip dr. kalam , perhaps the most respected scientist & president of india ever  .",2,1,
2015-07-27 08:15:40,625580298789457920,422003807,security forces valiantly fighting in #gurdaspurattack intellectuals defending yakub  .,2,1,
2015-07-27 16:16:45,625701365164064768,84344890,i really hope india comes up with covert operations to eliminate each and every one responsible for #gurdaspurattack .,2,1,
2015-07-28 02:49:40,625860646211432448,2439769728,"no worry sir , sp baljit singh like thousands of sikhs r there to save the punjab  !",2,1,
2015-07-27 13:01:50,625652315366666241,169121689,it's time 2 upgrade the police force  !,2,2,
2015-07-27 16:03:37,625698062850129920,3260807695,my heartiest condolences to the victims of the punjab attack and their families #gurdaspurattack .,2,1,
2015-07-27 15:15:12,625685877721858048,1450807644,unsurprisingly sec thakur was much quicker than akhtar's fastest ball in blaming #pakistan for #gurdaspurattack  .,2,2,
2015-07-27 15:09:56,625684550488723456,2879003173,then how yakub's hanging sends wrong message .,2,6,
2015-07-27 10:30:11,625614149687472128,388262946,"#gurdaspurattack please see , no khalistani is related  .",2,6,
2015-07-27 12:12:34,625639915993329664,88168164,to whom u called thulla's today protected ppl against d bullets of terrorist n bravely killed dem all in #gurdaspurattack .,2,2,
2015-07-27 16:07:41,625699084632862720,157568195,one of the worst day in indian history started with #gurdaspurattack ended with #apjabdulkalam :'( big loss to the india rip  !,2,1,
2015-07-27 10:32:34,625614748348907520,129491789,"so , #gurdaspur #gurdaspurattack is painful as any #terrosist attack , we as #indians are as crippled as we always were  .",2,1,
2015-07-27 15:42:47,625692817235382272,16923781,"#gurdaspurattack another barbaric attack , i salute the martyrs who sacrificed their lives for the safety of our nation .",2,1,
